city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
ribnica,45.7386,14.7275,slovenia,si,svn,ribnica,admin,,1705675272
rogaska slatina,46.2375,15.6397,slovenia,si,svn,rogaška slatina,admin,,1705772825
rogasovci,46.8,16.0333,slovenia,si,svn,rogašovci,admin,,1705970248
rogatec,46.2294,15.7003,slovenia,si,svn,rogatec,admin,,1705579021
ruse,46.5394,15.5158,slovenia,si,svn,ruše,admin,,1705417281
volcja draga,45.9069,13.6775,slovenia,si,svn,renče-vogrsko,admin,,1705547222
miklavz na dravskem polju,46.5058,15.6972,slovenia,si,svn,miklavž na dravskem polju,admin,,1705244140
miren,45.8956,13.6075,slovenia,si,svn,miren-kostanjevica,admin,,1705608129
poljcane,46.3119,15.5792,slovenia,si,svn,poljčane,admin,,1705286007
prevalje,46.5469,14.9208,slovenia,si,svn,prevalje,admin,,1705187949
race,46.4519,15.6814,slovenia,si,svn,rače-fram,admin,,1705643433
podlehnik,46.3353,15.88,slovenia,si,svn,podlehnik,admin,,1705352359
prebold,46.2369,15.0925,slovenia,si,svn,prebold,admin,,1705746627
ptuj,46.4214,15.8697,slovenia,si,svn,ptuj,admin,,1705072535
puconci,46.7067,16.1564,slovenia,si,svn,puconci,admin,,1705677747
postojna,45.7769,14.2167,slovenia,si,svn,postojna,admin,,1705090259
pivka,45.6794,14.1967,slovenia,si,svn,pivka,admin,,1705709650
radece,46.0681,15.1839,slovenia,si,svn,radeče,admin,,1705420341
polzela,46.2833,15.0667,slovenia,si,svn,polzela,admin,,1705144123
preddvor,46.3025,14.4231,slovenia,si,svn,preddvor,admin,,1705403351
podvelka,46.5869,15.3306,slovenia,si,svn,podvelka,admin,,1705523444
podcetrtek,46.1569,15.5986,slovenia,si,svn,podčetrtek,admin,,1705261000
ajdovscina,45.8875,13.9111,slovenia,si,svn,ajdovščina,admin,,1705580792
bled,46.3692,14.1136,slovenia,si,svn,bled,admin,,1705655016
bistrica ob sotli,46.0589,15.6642,slovenia,si,svn,bistrica ob sotli,admin,,1705641346
benedikt v slovenskih goricah,46.6086,15.8883,slovenia,si,svn,benedikt,admin,,1705523597
beltinci,46.6053,16.2406,slovenia,si,svn,beltinci,admin,,1705238814
gornji petrovci,46.8053,16.2225,slovenia,si,svn,gornji petrovci,admin,,1705170234
grad,46.8,16.1,slovenia,si,svn,grad,admin,,1705033390
grosuplje,45.9556,14.6589,slovenia,si,svn,grosuplje,admin,,1705847148
nova vas,45.7717,14.5058,slovenia,si,svn,bloke,admin,,1705701553
spodnja hajdina,46.4089,15.8469,slovenia,si,svn,hajdina,admin,,1705733801
bohinjska bistrica,46.2769,13.955,slovenia,si,svn,bohinj,admin,,1705094350
borovnica,45.9158,14.3631,slovenia,si,svn,borovnica,admin,,1705665714
bovec,46.3375,13.5528,slovenia,si,svn,bovec,admin,,1705609781
braslovce,46.2897,15.0389,slovenia,si,svn,braslovče,admin,,1705126731
brezice,45.9033,15.5911,slovenia,si,svn,brežice,admin,,1705251132
brezovica,46.0333,14.4,slovenia,si,svn,brezovica,admin,,1705190624
dobrovo,45.9964,13.5264,slovenia,si,svn,brda,admin,,1705226459
cankova,46.7208,16.0225,slovenia,si,svn,cankova,admin,,1705097170
celje,46.2361,15.2675,slovenia,si,svn,celje,admin,,1705563326
cerklje na gorenjskem,46.2542,14.4886,slovenia,si,svn,cerklje na gorenjskem,admin,,1705820033
cerknica,45.7931,14.3625,slovenia,si,svn,cerknica,admin,,1705932096
cerkno,46.1256,13.9817,slovenia,si,svn,cerkno,admin,,1705759580
cerkvenjak,46.5706,15.9436,slovenia,si,svn,cerkvenjak,admin,,1705808302
crensovci,46.5744,16.2906,slovenia,si,svn,črenšovci,admin,,1705698578
crna na koroskem,46.4667,14.85,slovenia,si,svn,črna na koroškem,admin,,1705127725
crnomelj,45.5711,15.1889,slovenia,si,svn,črnomelj,admin,,1705132468
destrnik,46.5006,15.875,slovenia,si,svn,destrnik,admin,,1705579309
horjul,46.0236,14.2992,slovenia,si,svn,horjul,admin,,1705243858
kranjska gora,46.4839,13.7894,slovenia,si,svn,kranjska gora,admin,,1705443136
krizevci pri ljutomeru,46.5683,16.1386,slovenia,si,svn,križevci,admin,,1705138690
krsko,45.9531,15.4894,slovenia,si,svn,krško,admin,,1705286396
ilirska bistrica,45.5697,14.2408,slovenia,si,svn,ilirska bistrica,admin,,1705031705
ivancna gorica,45.9383,14.8044,slovenia,si,svn,ivančna gorica,admin,,1705930549
izola,45.5369,13.6619,slovenia,si,svn,izola,admin,,1705476087
jesenice,46.4306,14.0669,slovenia,si,svn,jesenice,admin,,1705471403
koper,45.5469,13.7294,slovenia,si,svn,koper,admin,,1705478862
kostanjevica na krki,45.8461,15.4222,slovenia,si,svn,kostanjevica na krki,admin,,1705796422
kozje,46.075,15.5603,slovenia,si,svn,kozje,admin,,1705548274
kranj,46.2411,14.3617,slovenia,si,svn,kranj,admin,,1705842003
lendava,46.5614,16.4506,slovenia,si,svn,lendava,admin,,1705653525
litija,46.0586,14.8225,slovenia,si,svn,litija,admin,,1705902870
ljubno,46.3456,14.835,slovenia,si,svn,ljubno,admin,,1705083617
ljutomer,46.5208,16.1975,slovenia,si,svn,ljutomer,admin,,1705303708
spodnje hoce,46.5,15.65,slovenia,si,svn,hoče-slivnica,admin,,1705379997
hodos,46.8233,16.3342,slovenia,si,svn,hodoš,admin,,1705217643
hrastnik,46.1461,15.0814,slovenia,si,svn,hrastnik,admin,,1705818009
kozina,45.61,13.9356,slovenia,si,svn,hrpelje-kozina,admin,,1705465646
idrija,46.0028,14.0306,slovenia,si,svn,idrija,admin,,1705472042
ig,45.9603,14.5289,slovenia,si,svn,ig,admin,,1705409266
zgornja kungota,46.6392,15.6156,slovenia,si,svn,kungota,admin,,1705104301
kuzma,46.8369,16.0833,slovenia,si,svn,kuzma,admin,,1705411351
lasko,46.1519,15.2364,slovenia,si,svn,laško,admin,,1705962698
lenart v slovenskih goricah,46.5761,15.8314,slovenia,si,svn,lenart,admin,,1705719159
logatec,45.9144,14.2258,slovenia,si,svn,logatec,admin,,1705275257
log pri brezovici,46.0167,14.3667,slovenia,si,svn,log-dragomer,admin,,1705822369
stari trg pri lozu,45.7128,14.4694,slovenia,si,svn,loška dolina,admin,,1705849784
hrib-loski potok,45.7011,14.5911,slovenia,si,svn,loški potok,admin,,1705118688
zgornje jezersko,46.3833,14.4667,slovenia,si,svn,jezersko,admin,,1705991236
jursinci,46.4847,15.9714,slovenia,si,svn,juršinci,admin,,1705262198
kamnik,46.2197,14.6094,slovenia,si,svn,kamnik,admin,,1705864078
kanal,46.0886,13.6397,slovenia,si,svn,kanal,admin,,1705955833
kidricevo,46.4036,15.7911,slovenia,si,svn,kidričevo,admin,,1705321982
kobarid,46.2481,13.5772,slovenia,si,svn,kobarid,admin,,1705651680
kobilje,46.6847,16.3978,slovenia,si,svn,kobilje,admin,,1705965317
kocevje,45.6433,14.8633,slovenia,si,svn,kočevje,admin,,1705859832
komen,45.8153,13.7483,slovenia,si,svn,komen,admin,,1705031068
sveta trojica v slovenskih goricah,46.5767,15.8769,slovenia,si,svn,sveta trojica v slovenskih goricah,admin,,1705659496
pesnica pri mariboru,46.6069,15.6767,slovenia,si,svn,pesnica,admin,,1705389455
piran,45.5278,13.5706,slovenia,si,svn,piran,admin,,1705085466
murska sobota,46.6625,16.1664,slovenia,si,svn,murska sobota,admin,,1705129726
muta,46.6114,15.1661,slovenia,si,svn,muta,admin,,1705459961
moravce,46.1369,14.745,slovenia,si,svn,moravče,admin,,1705291500
novo mesto,45.7925,15.1647,slovenia,si,svn,novo mesto,admin,,1705849587
odranci,46.5867,16.2803,slovenia,si,svn,odranci,admin,,1705912877
oplotnica,46.3878,15.4467,slovenia,si,svn,oplotnica,admin,,1705182651
ormoz,46.4114,16.1544,slovenia,si,svn,ormož,admin,,1705413437
moravske-toplice,46.6875,16.2256,slovenia,si,svn,moravske toplice,admin,,1705126489
mozirje,46.3394,14.9633,slovenia,si,svn,mozirje,admin,,1705239053
mirna,45.9553,15.0619,slovenia,si,svn,mirna,admin,,1705033855
mirna pec,45.8603,15.0833,slovenia,si,svn,mirna peč,admin,,1705096910
mislinja,46.4411,15.1956,slovenia,si,svn,mislinja,admin,,1705898157
mokronog,45.9342,15.1408,slovenia,si,svn,mokronog-trebelno,admin,,1705336506
naklo,46.2728,14.3172,slovenia,si,svn,naklo,admin,,1705637872
nova gorica,45.9614,13.6436,slovenia,si,svn,nova gorica,admin,,1705939355
dol pri ljubljani,46.0886,14.6008,slovenia,si,svn,dol pri ljubljani,admin,,1705717325
dolenjske toplice,45.7667,15.0667,slovenia,si,svn,dolenjske toplice,admin,,1705395845
domzale,46.1381,14.5978,slovenia,si,svn,domžale,admin,,1705822721
dornava,46.4367,15.9536,slovenia,si,svn,dornava,admin,,1705023699
dravograd,46.5881,15.0192,slovenia,si,svn,dravograd,admin,,1705130450
spodnji duplek,46.5031,15.7453,slovenia,si,svn,duplek,admin,,1705953692
gorenja vas,46.1072,14.1481,slovenia,si,svn,gorenja vas-poljane,admin,,1705961189
gorisnica,46.4147,16.0139,slovenia,si,svn,gorišnica,admin,,1705561619
gornja radgona,46.6733,15.9922,slovenia,si,svn,gornja radgona,admin,,1705643923
gornji grad,46.2953,14.8083,slovenia,si,svn,gornji grad,admin,,1705879741
zgornje gorje,46.3833,14.0833,slovenia,si,svn,gorje,admin,,1705342044
divaca,45.6847,13.9703,slovenia,si,svn,divača,admin,,1705065298
dobje pri planini,46.1367,15.4089,slovenia,si,svn,dobje,admin,,1705204927
videm,45.85,14.6942,slovenia,si,svn,dobrepolje,admin,,1705074870
dobrna,46.3375,15.2264,slovenia,si,svn,dobrna,admin,,1705353787
dobrova,46.055,14.4172,slovenia,si,svn,dobrova-polhov gradec,admin,,1705653264
dobrovnik,46.6514,16.3525,slovenia,si,svn,dobrovnik,admin,,1705602796
radenci,46.6472,16.0442,slovenia,si,svn,radenci,admin,,1705609332
radlje ob dravi,46.6142,15.2264,slovenia,si,svn,radlje ob dravi,admin,,1705478193
radovljica,46.3444,14.1744,slovenia,si,svn,radovljica,admin,,1705488511
ravne na koroskem,46.5431,14.9692,slovenia,si,svn,ravne na koroškem,admin,,1705757622
sentjur,46.2172,15.3975,slovenia,si,svn,šentjur,admin,,1705076635
sentrupert,45.9778,15.0956,slovenia,si,svn,šentrupert,admin,,1705083565
sevnica,46.0078,15.3156,slovenia,si,svn,sevnica,admin,,1705218575
vitomarci,46.5275,15.9394,slovenia,si,svn,sveti andraž v slovenskih goricah,admin,,1705653481
straza,45.78,15.0728,slovenia,si,svn,straža,admin,,1705491164
sveta ana v slovenskih goricah,46.6492,15.8442,slovenia,si,svn,sveta ana,admin,,1705062986
jurovski dol,46.6064,15.7847,slovenia,si,svn,sveti jurij v slovenskih goricah,admin,,1705288408
sostanj,46.38,15.0486,slovenia,si,svn,šoštanj,admin,,1705376916
sredisce ob dravi,46.3942,16.2681,slovenia,si,svn,središče ob dravi,admin,,1705613407
starse,46.4658,15.7672,slovenia,si,svn,starše,admin,,1705557844
store,46.2208,15.3139,slovenia,si,svn,štore,admin,,1705775604
sveti jurij ob scavnici,46.5695,16.0235,slovenia,si,svn,sveti jurij ob ščavnici,admin,,1705832384
smartno ob paki,46.3333,15.0333,slovenia,si,svn,šmartno ob paki,admin,,1705804130
smartno pri litiji,46.0444,14.8442,slovenia,si,svn,šmartno pri litiji,admin,,1705164835
sodrazica,45.7611,14.6356,slovenia,si,svn,sodražica,admin,,1705295579
solcava,46.4194,14.6936,slovenia,si,svn,solčava,admin,,1705581561
slovenj gradec,46.5103,15.0806,slovenia,si,svn,slovenj gradec,admin,,1705845238
slovenska bistrica,46.3928,15.5744,slovenia,si,svn,slovenska bistrica,admin,,1705359875
slovenske konjice,46.3367,15.4258,slovenia,si,svn,slovenske konjice,admin,,1705506460
smarje pri jelsah,46.2272,15.5192,slovenia,si,svn,šmarje pri jelšah,admin,,1705373506
sencur,46.2456,14.4197,slovenia,si,svn,šenčur,admin,,1705968659
sempeter pri gorici,45.9275,13.6411,slovenia,si,svn,šempeter-vrtojba,admin,,1705397569
sentilj,46.6817,15.6481,slovenia,si,svn,šentilj,admin,,1705840723
sentjernej,45.84,15.3361,slovenia,si,svn,šentjernej,admin,,1705329272
sezana,45.7069,13.8722,slovenia,si,svn,sežana,admin,,1705079549
skocjan,45.9067,15.2914,slovenia,si,svn,škocjan,admin,,1705940381
skofja loka,46.1672,14.3089,slovenia,si,svn,škofja loka,admin,,1705743622
skofljica,45.9833,14.5767,slovenia,si,svn,škofljica,admin,,1705067758
razkrizje,46.5217,16.2811,slovenia,si,svn,razkrižje,admin,,1705276725
markovci,46.3833,15.95,slovenia,si,svn,markovci,admin,,1705493301
medvode,46.1333,14.4333,slovenia,si,svn,medvode,admin,,1705158152
menges,46.1669,14.575,slovenia,si,svn,mengeš,admin,,1705274788
metlika,45.6472,15.3142,slovenia,si,svn,metlika,admin,,1705008169
mezica,46.5214,14.8544,slovenia,si,svn,mežica,admin,,1705607524
lovrenc na pohorju,46.5406,15.3931,slovenia,si,svn,lovrenc na pohorju,admin,,1705376318
luce,46.3561,14.7467,slovenia,si,svn,luče,admin,,1705042629
lukovica pri domzalah,46.1667,14.7,slovenia,si,svn,lukovica,admin,,1705829201
majsperk,46.3517,15.7336,slovenia,si,svn,majšperk,admin,,1705147774
makole,46.3172,15.6672,slovenia,si,svn,makole,admin,,1705304446
maribor,46.5405,15.65,slovenia,si,svn,maribor,admin,114228,1705454394
tomaz pri ormozu,46.4842,16.0836,slovenia,si,svn,sveti tomaž,admin,,1705837424
videm pri ptuju,46.3686,15.9064,slovenia,si,svn,videm,admin,,1705681768
tolmin,46.1864,13.7361,slovenia,si,svn,tolmin,admin,,1705602247
trbovlje,46.155,15.0533,slovenia,si,svn,trbovlje,admin,,1705370010
trebnje,45.9042,15.0217,slovenia,si,svn,trebnje,admin,,1705570941
trzic,46.3667,14.3167,slovenia,si,svn,tržič,admin,,1705554055
turnisce,46.6278,16.3203,slovenia,si,svn,turnišče,admin,,1705851676
velenje,46.3592,15.1103,slovenia,si,svn,velenje,admin,,1705929589
velike lasce,45.8322,14.6364,slovenia,si,svn,velike lašče,admin,,1705618557
vipava,45.8467,13.9631,slovenia,si,svn,vipava,admin,,1705864633
vitanje,46.3817,15.2958,slovenia,si,svn,vitanje,admin,,1705925648
vodice,46.2,14.5,slovenia,si,svn,vodice,admin,,1705728443
vrhnika,45.9661,14.2956,slovenia,si,svn,vrhnika,admin,,1705071756
vuzenica,46.5964,15.1672,slovenia,si,svn,vuzenica,admin,,1705639122
zagorje ob savi,46.1342,15.0014,slovenia,si,svn,zagorje ob savi,admin,,1705942287
zavrc,46.3917,16.0497,slovenia,si,svn,zavrč,admin,,1705477555
zelezniki,46.2333,14.1667,slovenia,si,svn,železniki,admin,,1705885002
vojnik,46.2933,15.3033,slovenia,si,svn,vojnik,admin,,1705662463
vransko,46.2439,14.9514,slovenia,si,svn,vransko,admin,,1705616966
zalec,46.2536,15.1675,slovenia,si,svn,žalec,admin,,1705340993
zetale,46.275,15.7939,slovenia,si,svn,žetale,admin,,1705941695
zirovnica,46.4047,14.14,slovenia,si,svn,žirovnica,admin,,1705602636
zuzemberk,45.8339,14.9292,slovenia,si,svn,žužemberk,admin,,1705027920
trnovska vas,46.5167,15.9,slovenia,si,svn,trnovska vas,admin,,1705654373
trzin,46.1333,14.5667,slovenia,si,svn,trzin,admin,,1705707595
velika polana,46.5719,16.3469,slovenia,si,svn,velika polana,admin,,1705627212
verzej,46.5836,16.1653,slovenia,si,svn,veržej,admin,,1705529436
ziri,46.0422,14.1072,slovenia,si,svn,žiri,admin,,1705440220
zrece,46.3833,15.3667,slovenia,si,svn,zreče,admin,,1705764665
tabor,46.2361,15.0183,slovenia,si,svn,tabor,admin,,1705756002
tisina,46.6581,16.0917,slovenia,si,svn,tišina,admin,,1705811179
osilnica,45.5292,14.6979,slovenia,si,svn,osilnica,admin,,1705839708
kostel,45.5084,14.9101,slovenia,si,svn,kostel,admin,,1705541759
cirkulane,46.3453,15.9952,slovenia,si,svn,cirkulane,admin,,1705650900
apace,46.6972,15.9106,slovenia,si,svn,apače,admin,,1705285338
komenda,46.2038,14.5407,slovenia,si,svn,komenda,admin,,1705295612
smarjeske toplice,45.862,15.2231,slovenia,si,svn,šmarješke toplice,admin,,1705361649
nazarje,46.3176,14.9467,slovenia,si,svn,nazarje,admin,,1705598784
ankaran,45.5786,13.7361,slovenia,si,svn,ankaran,admin,,1705521676
zilina,49.2198,18.7494,slovakia,sk,svk,žilinský,admin,87625,1703289183
bratislava,48.15,17.117,slovakia,sk,svk,bratislavský,primary,423737,1703195001
trnava,48.3666,17.6,slovakia,sk,svk,trnavský,admin,69785,1703497997
presov,48.9997,21.2394,slovakia,sk,svk,prešovský,admin,94718,1703231427
kosice,48.7304,21.25,slovakia,sk,svk,košický,admin,236563,1703452690
trencin,48.8867,18.048,slovakia,sk,svk,trenčiansky,admin,,1703029695
nitra,48.309,18.0873,slovakia,sk,svk,nitriansky,admin,,1703890031
banska bystrica,48.7333,19.15,slovakia,sk,svk,banskobystrický,admin,82336,1703015198
zvolen,48.5837,19.1332,slovakia,sk,svk,banskobystrický,minor,44502,1703102070
bo,7.97,-11.74,sierra leone,sl,sle,southern,admin,174354,1694651111
makeni,8.8804,-12.05,sierra leone,sl,sle,northern,admin,87679,1694028641
koidu,8.4405,-10.85,sierra leone,sl,sle,eastern,,87539,1694104584
freetown,8.47,-13.2342,sierra leone,sl,sle,western area,primary,827000,1694085071
kenema,7.8804,-11.19,sierra leone,sl,sle,eastern,admin,143137,1694780903
port loko,8.7661,-12.787,sierra leone,sl,sle,,admin,,1694778676
serravalle,43.95,12.5,san marino,sm,smr,serravalle,admin,,1674000000
poggio di chiesanuova,43.9167,12.4167,san marino,sm,smr,chiesanuova,admin,,1674546686
acquaviva,43.95,12.4167,san marino,sm,smr,acquaviva,admin,,1674696011
san marino,43.9172,12.4667,san marino,sm,smr,san marino città,primary,29579,1674741947
louga,15.6104,-16.25,senegal,sn,sen,louga,admin,85075,1686269931
sedhiou,12.7081,-15.5569,senegal,sn,sen,sédhiou,admin,,1686107428
matam,15.6559,-13.2554,senegal,sn,sen,matam,admin,,1686919750
dakar,14.7158,-17.4731,senegal,sn,sen,dakar,primary,2604000,1686604760
kaedi,16.15,-13.5,senegal,sn,sen,matam,,21656,1686275678
saint-louis,16.0186,-16.4906,senegal,sn,sen,saint-louis,admin,,1686542859
diourbel,14.6604,-16.24,senegal,sn,sen,diourbel,admin,148024,1686087214
tambacounda,13.7804,-13.68,senegal,sn,sen,tambacounda,admin,89212,1686195160
thies,14.8104,-16.93,senegal,sn,sen,thiès,admin,293001,1686527948
fatick,14.344,-16.416,senegal,sn,sen,fatick,admin,24243,1686096548
kaolack,14.15,-16.1,senegal,sn,sen,kaolack,admin,277812,1686256343
kolda,12.9104,-14.95,senegal,sn,sen,kolda,admin,69267,1686219536
ziguinchor,12.59,-16.29,senegal,sn,sen,ziguinchor,admin,191716,1686273643
kaffrine,14.1016,-15.5467,senegal,sn,sen,kaffrine,admin,,1686807341
kedougou,12.5604,-12.18,senegal,sn,sen,kédougou,admin,18226,1686320341
hargeysa,9.56,44.065,somalia,so,som,woqooyi galbeed,admin,,1706832021
mereeg,3.7666,47.3,somalia,so,som,galguduud,,548,1706308443
mogadishu,2.0667,45.3667,somalia,so,som,banaadir,primary,1100000,1706893395
qardho,9.5004,49.166,somalia,so,som,bari,,1341,1706405003
garoowe,8.4,48.5,somalia,so,som,nugaal,admin,2568,1706512367
laascaanood,8.4774,47.3597,somalia,so,som,sool,admin,,1706106404
luuq,3.8005,42.55,somalia,so,som,gedo,,33820,1706505283
jamaame,0.0722,42.7506,somalia,so,som,jubbada hoose,,185270,1706288768
bandarbeyla,9.4833,50.8167,somalia,so,som,bari,,13753,1706279652
buurhakaba,2.7837,44.0833,somalia,so,som,bay,minor,31267,1706176225
baki,9.8921,43.3853,somalia,so,som,awdal,admin,,1706516720
burco,9.5221,45.5336,somalia,so,som,togdheer,admin,,1706322754
dhuusa mareeb,5.742,46.508,somalia,so,som,galguduud,admin,447,1706027824
gaalkacyo,6.77,47.43,somalia,so,som,mudug,admin,61200,1706067930
eyl,7.9833,49.8333,somalia,so,som,nugaal,,18904,1706929381
hurdiyo,10.582,51.1233,somalia,so,som,bari,,176,1706025904
ceerigaabo,10.6162,47.3679,somalia,so,som,sanaag,admin,,1706173875
bu'aale,1.0833,42.5833,somalia,so,som,jubbada dhexe,admin,1490,1706765820
hudur,4.1833,43.8667,somalia,so,som,bakool,admin,1639,1706568226
marka,1.7766,44.8533,somalia,so,som,shabeellaha hoose,admin,1958,1706165964
jawhar,2.767,45.5166,somalia,so,som,shabeellaha dhexe,admin,111308,1706737655
beledweyne,4.74,45.2,somalia,so,som,hiiraan,admin,62945,1706018197
kismaayo,-0.3566,42.5183,somalia,so,som,jubbada hoose,admin,234852,1706091701
garbahaarey,3.327,42.227,somalia,so,som,gedo,admin,12652,1706488487
boosaaso,11.28,49.18,somalia,so,som,bari,admin,46969,1706054548
caluula,11.967,50.75,somalia,so,som,bari,,513,1706796061
baydhabo,3.12,43.65,somalia,so,som,bay,admin,129839,1706563100
buur gaabo,-1.2009,41.852,somalia,so,som,jubbada hoose,,3096,1706122850
cottica,3.85,-54.2333,suriname,sr,sur,sipaliwini,,29210,1740371814
paramaribo,5.835,-55.167,suriname,sr,sur,paramaribo,primary,254169,1740518660
groningen,5.797,-55.481,suriname,sr,sur,saramacca,admin,3216,1740072928
lelydorp,5.7,-55.2333,suriname,sr,sur,wanica,admin,,1740222585
albina,5.5,-54.05,suriname,sr,sur,marowijne,admin,,1740921776
totness,5.8904,-56.32,suriname,sr,sur,coronie,admin,1685,1740738832
nieuw nickerie,5.9504,-56.99,suriname,sr,sur,nickerie,admin,15992,1740480869
nieuw amsterdam,5.91,-55.07,suriname,sr,sur,commewijne,admin,4935,1740547119
onverwacht,5.6,-55.2,suriname,sr,sur,para,admin,2105,1740007571
brownsweg,5.02,-55.17,suriname,sr,sur,brokopondo,,4582,1740310469
brokopondo,5.0404,-55.02,suriname,sr,sur,brokopondo,admin,8340,1740558611
moengo,5.63,-54.41,suriname,sr,sur,marowijne,,7766,1740230194
juba,4.83,31.58,south sudan,ss,ssd,central equatoria,primary,111975,1728444337
melut,10.4337,32.2,south sudan,ss,ssd,upper nile,,6407,1728493346
gogrial,8.5337,28.1167,south sudan,ss,ssd,warrap,,50065,1728342889
malakal,9.5369,31.656,south sudan,ss,ssd,upper nile,admin,160765,1728299711
nimule,3.6,32.05,south sudan,ss,ssd,eastern equatoria,,242,1728476966
torit,4.4118,32.5705,south sudan,ss,ssd,eastern equatoria,admin,,1728698486
maridi,4.9151,29.4769,south sudan,ss,ssd,western equatoria,,14224,1728685965
kapoeta,4.7721,33.5902,south sudan,ss,ssd,eastern equatoria,,7042,1728483282
nasir,8.6004,33.0666,south sudan,ss,ssd,upper nile,,1741,1728210480
yei,4.0904,30.68,south sudan,ss,ssd,central equatoria,,185000,1728607274
aweil,8.7666,27.4,south sudan,ss,ssd,northern bahr el ghazal,admin,46705,1728097802
rumbek,6.8,29.6833,south sudan,ss,ssd,lakes,admin,32083,1728842249
yambio,4.5705,28.4163,south sudan,ss,ssd,western equatoria,admin,40382,1728463035
bor,6.2072,31.5591,south sudan,ss,ssd,jonglei,admin,26782,1728186782
bentiu,9.2333,29.8333,south sudan,ss,ssd,unity,admin,7653,1728684421
kuacjok,8.3028,27.98,south sudan,ss,ssd,warrap,admin,,1728713745
wau,7.7,27.99,south sudan,ss,ssd,western bahr el ghazal,admin,127384,1728877501
santo antonio,1.645,7.412,sao tome and principe,st,stp,príncipe,,1156,1678752872
sao tome,0.3334,6.7333,sao tome and principe,st,stp,são tomé,primary,88219,1678301324
guadalupe,0.3792,6.6375,sao tome and principe,st,stp,,admin,,1678998597
neves,0.3586,6.5525,sao tome and principe,st,stp,,admin,,1678563060
santana,0.26,6.7414,sao tome and principe,st,stp,,admin,,1678081464
santo antonio,1.6386,7.4206,sao tome and principe,st,stp,príncipe,admin,,1678729743
sao joao dos angolares,0.1342,6.6494,sao tome and principe,st,stp,,admin,,1678826533
trindade,0.2967,6.6814,sao tome and principe,st,stp,,admin,,1678096936
san salvador,13.71,-89.203,el salvador,sv,slv,san salvador,primary,1433000,1222647454
san miguel,13.4833,-88.1833,el salvador,sv,slv,san miguel,admin,201563,1222009747
nueva san salvador,13.674,-89.29,el salvador,sv,slv,la libertad,admin,124694,1222613306
ahuachapan,13.919,-89.845,el salvador,sv,slv,ahuachapán,admin,34102,1222480039
cojutepeque,13.7167,-88.9333,el salvador,sv,slv,cuscatlán,admin,48411,1222979186
zacatecoluca,13.508,-88.868,el salvador,sv,slv,la paz,admin,39613,1222647953
la union,13.332,-87.839,el salvador,sv,slv,la unión,admin,26807,1222307415
san francisco gotera,13.7,-88.1,el salvador,sv,slv,morazán,admin,16152,1222399599
sensuntepeque,13.88,-88.63,el salvador,sv,slv,cabañas,admin,26989,1222098918
chalatenango,14.072,-89.094,el salvador,sv,slv,chalatenango,admin,29271,1222515741
santa ana,13.9946,-89.5598,el salvador,sv,slv,santa ana,admin,234478,1222021362
san vicente,13.641,-88.785,el salvador,sv,slv,san vicente,admin,37326,1222913273
sonsonate,13.72,-89.73,el salvador,sv,slv,sonsonate,admin,168947,1222380208
usulutan,13.346,-88.432,el salvador,sv,slv,usulután,admin,51910,1222984157
philipsburg,18.0255,-63.045,sint maarten,sx,sxm,,primary,,1534859858
ar raqqah,35.9304,39.02,syria,sy,syr,ar raqqah,admin,177636,1760035911
tartus,34.8846,35.8866,syria,sy,syr,ţarţūs,admin,162980,1760695473
douma,33.5833,36.4,syria,sy,syr,rīf dimashq,minor,496145,1760821818
as suwayda,32.7004,36.5666,syria,sy,syr,as suwaydā’,admin,72248,1760680757
al hasakah,36.4833,40.75,syria,sy,syr,al ḩasakah,admin,128100,1760476337
dar'a,32.625,36.105,syria,sy,syr,dar‘ā,admin,146481,1760427038
hamah,35.1503,36.73,syria,sy,syr,ḩamāh,admin,460602,1760197502
idlib,35.9297,36.6317,syria,sy,syr,idlib,admin,128840,1760305230
manbij,36.5266,37.9563,syria,sy,syr,ḩalab,minor,120169,1760355581
izaz,36.5888,37.0441,syria,sy,syr,ḩalab,minor,31534,1760669569
hims,34.73,36.72,syria,sy,syr,ḩimş,admin,1005000,1760013934
damascus,33.5,36.3,syria,sy,syr,dimashq,primary,2466000,1760685964
al ladhiqiyah,35.54,35.78,syria,sy,syr,al lādhiqīyah,admin,539147,1760555544
al qunaytirah,33.1257,35.8236,syria,sy,syr,al qunayţirah,admin,4318,1760132692
madinat ath thawrah,35.8367,38.5481,syria,sy,syr,ar raqqah,minor,87880,1760605225
al qamishli,37.03,41.23,syria,sy,syr,al ḩasakah,minor,104107,1760560461
dayr az zawr,35.3304,40.13,syria,sy,syr,dayr az zawr,admin,309141,1760792603
tadmur,34.5504,38.2833,syria,sy,syr,ḩimş,minor,55111,1760484707
abu kamal,34.4504,40.9186,syria,sy,syr,dayr az zawr,minor,80808,1760836213
aleppo,36.23,37.17,syria,sy,syr,ḩalab,admin,2738000,1760366651
ad nabk,34.017,36.7333,syria,sy,syr,rīf dimashq,minor,50178,1760474665
mbabane,-26.3167,31.1333,swaziland,sz,swz,hhohho,primary,90138,1748811945
lobamba,-26.4667,31.2,swaziland,sz,swz,,primary,9782,1748963140
golela,-27.2962,31.9,swaziland,sz,swz,,,3695,1748490870
hlatikulu,-27,31.4167,swaziland,sz,swz,shiselweni,,2748,1748564468
